pub_nbr,app_year,sim_occ
2167607,2008,818
2167618,2008,817
2173920,2008,812
2174352,2008,813
2134979,2008,814
2179174,2008,811
2176548,2008,811
2175502,2008,215
2176540,2008,818
2167610,2008,818
2165294,2008,812
2168181,2008,813
2168177,2008,731
2168184,2008,813
2169759,2008,215
2169759,2008,215
2173004,2008,215
2164876,2008,314
2172980,2008,818
2189736,2008,818
2164936,2008,813
2149156,2008,215
2175496,2007,215
2126979,2007,818
2176496,2007,812
2176056,2008,711
2167814,2008,818
2176544,2008,818
2167670,2008,812
2167812,2008,818
2169729,2008,834
2171119,2008,818
2176061,2008,814
2167868,2008,818
2165371,2008,812
2169725,2008,311
2169725,2008,742
2177752,2008,731
2171264,2007,818
2175517,2008,814
2175517,2008,311
2178797,2008,813
2185734,2008,812
2173881,2008,816
2171762,2008,215
2186578,2008,961
2174329,2008,812
2173021,2008,812
2179459,2008,814
2179078,2008,812
2100941,2008,813
2110547,2008,818
2108829,2008,818
2199608,2008,818
2144358,2008,215
2196489,2008,814
2196489,2008,814
2199599,2008,818
2199199,2008,818
2199199,2008,818
2199601,2008,818
2199601,2008,818
2199602,2008,818
2199598,2008,818
2199598,2008,818
2199603,2008,818
2199600,2008,818
2108822,2008,818
2108818,2008,818
2108821,2008,818
2192177,2008,314
2159895,2009,741
2159895,2009,741
2159896,2009,215
2159896,2009,215
2119910,2008,818
2119910,2008,818
2162617,2006,818
2102496,2006,818
2123993,2007,818
2115359,2007,512
2143940,2007,818
2110729,2007,818
2116588,2007,813
2133924,2007,812
2108052,2007,812
2104611,2007,814
2116795,2007,818
2102726,2007,818
2103807,2007,818
2103807,2007,818
2110859,2007,818
2110859,2007,818
2127291,2007,818
2123905,2007,818
2123905,2007,818
2102348,2007,314
2126004,2007,816
2102490,2007,818
2105951,2007,813
2104176,2007,215
2104176,2007,215
2122165,2007,812
2121797,2007,814
2102309,2007,813
2118712,2007,818
2100042,2007,818
2106435,2007,812
2105970,2007,215
2104147,2007,215
2104147,2007,812
2109149,2007,215
2100335,2007,812
2115096,2008,813
2100031,2008,818
2109655,2008,813
2109150,2008,631
2116534,2008,812
2113936,2008,812
2118294,2008,751
2122159,2008,818
2115298,2008,818
2115356,2008,816
2132440,2008,831
2118942,2008,818
2122432,2008,818
2121876,2008,812
2114002,2008,812
2114002,2008,812
2114003,2008,812
2119681,2008,211
2119681,2008,818
2116597,2008,816
2110862,2008,812
2112695,2008,215
2119940,2008,818
2119940,2008,818
2117050,2008,541
2117050,2008,814
2123842,2008,711
2113947,2008,818
2117049,2008,813
2125963,2008,814
2122158,2008,818
2115785,2008,311
2132442,2008,818
2119909,2008,817
2119909,2008,817
2159195,2008,812
2131039,2008,818
2113658,2008,818
2151641,2008,818
2110550,2008,818
2128540,2008,834
2116531,2008,813
2116531,2008,813
2118276,2008,816
2121286,2008,814
2126998,2008,818
2168149,2008,812
2198035,2007,816
2190026,2007,812
2175516,2008,813
2175543,2008,818
2173795,2008,815
2179036,2008,314
2179448,2008,812
2188520,2008,818
2186890,2008,816
2180522,2008,215
2180522,2008,818
2186891,2008,816
2183363,2008,817
2171022,2008,751
2174000,2008,817
2171261,2008,814
2174001,2008,814
2159583,2008,215
2190017,2008,818
2106853,2009,813
2106853,2009,813
2171260,2008,818
2178128,2008,818
2185810,2008,818
2185814,2008,818
2179170,2008,818
2176602,2008,818
2178126,2008,813
2178110,2008,813
2180521,2008,834
2177485,2008,731
2177485,2008,731
2184789,2008,812
2174013,2008,814
2184793,2008,812
2184793,2008,812
2180029,2008,814
2180029,2008,814
2187449,2007,215
2183478,2007,818
2185708,2008,816
2180520,2008,215
2183479,2008,818
2199365,2008,812
2174825,2008,818
2109148,2009,742
2108835,2009,818
2172982,2009,812
2107235,2008,817
2108832,2008,818
2108832,2008,818
2192360,2008,818
2185682,2008,813
2179498,2008,818
2191515,2008,311
2181167,2008,713
2181172,2008,813
2184787,2008,311
2181066,2008,813
2189654,2008,818
2191130,2008,818
2191129,2008,814
2195530,2008,711
2128439,2008,215
2110552,2008,721
2110552,2008,721
2110552,2008,721
2175281,2008,818
2159418,2009,818
2131121,2008,818
2107258,2005,818
2105969,2009,812
2105969,2009,812
2172978,2009,812
2159423,2008,818
2110551,2008,818
2110551,2008,818
2110551,2008,818
2123431,2008,815
2123431,2008,815
2183730,2008,818
2188381,2008,816
2198153,2008,818
2198154,2008,818
2195525,2008,818
2191131,2008,818
2185816,2008,818
2185816,2008,818
2184785,2008,215
2195852,2008,818
2193314,2008,211
2190958,2008,813
2183826,2008,742
2181466,2008,813
2182133,2008,818
2194157,2008,732
2103373,2008,722
2190056,2007,813
2190056,2007,812
2112372,2008,818
2135688,2008,812
2133559,2008,818
2175129,2008,818
2184483,2007,818
2183481,2007,818
2191513,2008,215
2197867,2008,813
2197862,2008,813
2195306,2008,813
2188314,2008,813
2195524,2008,818
2189652,2008,818
2189653,2008,818
2197893,2008,816
2185815,2008,814
2197865,2008,813
2197866,2008,813
2197863,2008,813
2191061,2008,751
2183375,2008,813
2187450,2008,332
2184370,2008,815
2184370,2008,815
2194343,2008,814
2194055,2008,226
2194055,2008,226
2124262,2009,814
2101347,2009,812
2128436,2009,818
2128430,2008,818
2101358,2009,215
2164113,2009,215
2169727,2009,215
2180525,2009,712
2164110,2009,712
2164111,2009,741
2177750,2009,818
2177750,2009,818
2108823,2009,818
2108817,2009,711
2108814,2009,711
2163835,2009,818
2101399,2009,251
2188406,2007,813
2187048,2007,818
2188522,2008,818
2198152,2008,818
2183487,2008,818
2196519,2008,816
2191516,2008,812
2198209,2008,812
2195532,2008,818
2190107,2008,818
2190027,2008,812
2190027,2008,812
2198038,2008,817
2198018,2008,813
2195858,2008,818
2189576,2008,711
2159846,2008,215
2103716,2009,813
2103716,2009,813
2103665,2009,814
2100940,2009,813
2101398,2009,818
2101392,2009,818
2101392,2009,818
2108827,2009,818
2108827,2009,818
2103666,2009,814
2107095,2009,813
2157209,2009,812
2157209,2009,812
2108815,2009,742
2108815,2009,742
2105965,2009,732
2196666,2008,818
2196666,2008,818
2187513,2008,215
2187513,2008,215
2192620,2007,812
2189465,2008,817
2189465,2008,817
2191551,2008,818
2188855,2008,813
2118935,2008,818
2192621,2008,814
2191330,2008,732
2197804,2008,713
2190956,2008,812
2197036,2008,812
2197043,2008,812
2193112,2008,813
2197044,2008,311
2192619,2008,215
2180529,2008,812
2100869,2009,812
2101058,2009,818
2110621,2009,818
2105972,2009,215
2108828,2009,818
2108828,2009,818
2108837,2009,711
2100945,2009,812
2100945,2009,812
2107614,2009,812
2106013,2009,818
2199364,2008,812
2110376,2009,813
2147962,2009,814
2141214,2009,813
2138551,2009,813
2112214,2009,813
2105964,2009,814
2105964,2009,814
2107237,2008,818
2192070,2007,815
2192070,2007,815
2192070,2007,815
2195583,2007,812
2195859,2008,818
2179230,2008,812
2194584,2008,818
2197098,2008,211
2192650,2008,215
2197037,2008,812
2183376,2008,816
2197041,2008,311
2198210,2008,818
2197038,2008,812
2197039,2008,812
2197040,2008,311
2101357,2009,818
2101357,2009,818
2108824,2009,818
2108825,2009,818
2108825,2009,818
2105746,2009,212
2105746,2009,818
2110858,2009,812
2108826,2009,818
2108826,2009,818
2108833,2009,818
2108647,2009,813
2161319,2009,813
2194110,2009,813
2182038,2009,813
2182039,2009,813
2182040,2009,814
2175005,2009,813
2141750,2009,812
2141750,2009,812
2196526,2009,813
2145936,2009,813
2198156,2008,818
2198470,2008,813
2195495,2008,818
2179048,2008,816
2194269,2008,818
2199954,2008,818
2199954,2008,818
2195159,2008,732
2195398,2008,813
2179085,2008,813
2190883,2008,633
2195586,2008,812
2187146,2008,821
2187510,2008,818
2192165,2008,813
2144296,2008,812
2144296,2008,812
2108836,2008,711
2105683,2008,818
2107236,2008,818
2107236,2008,818
2143907,2008,812
2123904,2008,818
2123906,2008,818
2194583,2008,215
2180183,2008,818
2180181,2008,818
2182205,2008,818
2182205,2008,818
2182618,2008,818
2182618,2008,818
2182309,2008,818
2182619,2008,818
2182619,2008,721
2182612,2008,818
2182617,2008,818
2182617,2008,818
2180527,2008,742
2184487,2008,818
2184487,2008,818
2182201,2008,711
2182201,2008,711
2189574,2008,834
2189575,2008,834
2189575,2008,834
2190032,2008,818
2189535,2008,813
2194120,2008,314
2109146,2009,251
2109146,2009,251
2112375,2009,818
2128904,2009,818
2110546,2009,818
2110546,2009,818
2189508,2009,813
2107098,2009,812
2107098,2009,812
2107099,2009,813
2107099,2009,813
2197787,2008,818
2195533,2008,215
2195584,2008,818
2198505,2008,215
2100911,2007,817
2112376,2009,818
2112376,2009,818
2109025,2009,315
2109025,2009,315
2109155,2009,818
2108816,2009,711
2108689,2009,814
2108690,2009,814
2111971,2009,815
2166578,2009,818
2179451,2008,313
2198497,2008,818
2188816,2008,812
2149915,2009,215
2192456,2008,818
2192456,2008,818
2105682,2009,818
2182556,2007,812
2182556,2007,813
2108819,2009,752
2110549,2009,818
2196253,2009,813
2166225,2008,818
2166225,2008,818
2179452,2008,742
2179426,2008,818
2116794,2009,818
2112373,2009,818
2177756,2009,815
2110548,2009,315
2113727,2009,812
2117052,2009,812
2116721,2009,818
2116721,2009,818
2116721,2009,818
2113946,2009,215
2187444,2008,813
2194266,2008,818
2194266,2008,818
2196807,2008,818
2196807,2008,818
2103951,2008,818
2108834,2008,818
2192359,2008,712
2194400,2008,818
2194400,2008,818
2141358,2008,817
2138714,2008,817
2110861,2008,721
2110861,2008,721
2184544,2008,821
2116722,2009,818
2194593,2009,813
2113659,2009,818
2113659,2009,818
2112440,2009,812
2188844,2008,818
2128431,2009,834
2116675,2009,711
2123420,2009,814
2187045,2007,818
2175132,2008,251
2161320,2009,813
2123992,2009,311
2112696,2009,215
2112696,2009,215
2108820,2009,818
2124322,2009,226
2124322,2009,818
2105971,2009,712
2128434,2009,816
2128434,2009,816
2133712,2009,818
2133712,2009,817
2128437,2009,818
2128437,2009,818
2128972,2009,812
2128972,2009,812
2134090,2009,352
2182002,2009,814
2182002,2009,814
2113948,2009,215
2113948,2009,215
2123907,2009,818
2123737,2009,813
2128438,2009,818
2128441,2009,818
2128433,2009,818
2128433,2009,711
2128435,2009,814
2128435,2009,814
2123995,2009,742
2145353,2008,732
2162475,2008,813
2133558,2009,818
2133558,2009,818
2133562,2009,818
2133562,2009,818
2133564,2009,818
2133922,2009,721
2133613,2009,812
2128539,2009,818
2136413,2009,812
2131402,2009,712
2172665,2008,814
2138535,2009,814
2138535,2009,814
2133557,2009,814
2133557,2009,818
2133928,2009,818
2131037,2009,818
2128432,2009,818
2136154,2009,818
2120270,2009,732
2179171,2008,818
2136075,2009,818
2144300,2009,711
2136077,2009,818
2136077,2009,818
2139047,2009,215
2128385,2009,818
2128385,2009,818
2141746,2009,812
2141746,2009,215
2139043,2009,712
2141787,2009,818
2141787,2009,818
2141790,2009,818
2141790,2009,818
2136073,2009,818
2141748,2009,812
2141748,2009,812
2141788,2009,818
2141788,2009,818
2141795,2009,818
2141795,2009,818
2154228,2008,812
2146137,2009,812
2146137,2009,812
2146518,2009,818
2146518,2009,818
2146090,2009,818
2144304,2009,818
2133561,2009,818
2104156,2006,818
2104156,2006,818
2139050,2009,818
2139050,2009,818
2141355,2009,814
2144341,2009,814
2144341,2009,814
2141354,2009,818
2141354,2009,818
2177846,2009,818
2138399,2009,818
2138400,2009,816
2112691,2007,215
2112691,2007,812
2149932,2008,812
2149932,2008,215
2190034,2008,812
2143937,2009,818
2143945,2009,818
2128911,2009,814
2128911,2009,818
2139045,2008,812
2163828,2009,818
2149700,2009,818
2114007,2005,818
2114007,2005,818
2141754,2009,814
2141505,2009,742
2138715,2009,816
2138716,2009,817
2138716,2009,818
2136074,2009,711
2136074,2009,818
2146095,2009,818
2146095,2009,818
2146095,2009,818
2144133,2006,812
2144133,2006,812
2105414,2003,816
2128880,2009,812
2128880,2009,812
2114005,2008,215
2114005,2008,215
2149702,2009,818
2144017,2009,818
2147885,2009,818
2147885,2009,818
2148087,2009,818
2148087,2009,818
2113980,2002,818
2113657,2009,818
2148086,2009,816
2161444,2009,818
2161444,2009,818
2149703,2009,818
2149701,2009,514
2184294,2009,314
2184294,2009,314
2148154,2009,711
2148090,2009,818
2148090,2009,818
2147710,2009,818
2133923,2009,812
2136408,2009,721
2105349,2005,818
2105349,2005,818
2154368,2009,818
2157316,2009,215
2157316,2009,215
2143687,2009,812
2136407,2009,721
2146383,2009,818
2148381,2009,732
2148381,2009,818
2151574,2009,818
2141735,2000,912
2141735,2000,912
2136157,2009,821
2154727,2009,215
2154727,2009,215
2154730,2009,211
2154449,2009,818
2163459,2009,815
2159560,2009,818
2159560,2009,818
2128247,2003,314
2124518,2009,313
2124518,2009,313
2136411,2009,818
2136411,2009,818
2149760,2009,818
2141747,2009,741
2141747,2009,215
2159472,2009,818
2159663,2009,818
2159663,2009,818
2139055,2009,742
2139055,2009,732
2144298,2009,818
2138647,2009,712
2138647,2009,712
2159415,2009,818
2159415,2009,818
2159416,2009,818
2159417,2009,818
2165986,2009,812
2157610,2009,732
2157610,2009,732
2146150,2009,712
2110553,2004,818
2144013,2009,818
2159847,2009,818
2157617,2009,812
2120268,2009,215
2157621,2009,742
2157621,2009,311
2159414,2009,722
2159414,2009,815
2159413,2009,815
2159413,2009,815
2148150,2009,818
2148151,2009,818
2157622,2009,812
2148371,2009,215
2148371,2009,215
2161162,2009,933
2161443,2009,818
2161443,2009,818
2161518,2009,818
2163761,2009,818
2163761,2009,818
2163759,2009,711
2163759,2009,721
2159766,2009,818
2148406,2009,818
2171179,2009,711
2148160,2009,812
2184337,2009,752
2163159,2009,633
2161760,2009,215
2161760,2009,215
2164147,2009,215
2153914,2009,912
2153914,2009,912
2154236,2005,817
2128352,2007,711
2123834,2007,711
2123834,2007,711
2148379,2009,812
2169714,2009,814
2159850,2009,712
2166622,2009,742
2169145,2009,711
2163504,2009,834
2154728,2009,818
2180526,2009,818
2161757,2009,812
2166638,2009,818
2166222,2009,818
2166222,2009,818
2163319,2009,812
2163380,2009,814
2187446,2009,721
2157654,2009,311
2175012,2009,813
2131038,2009,818
2131038,2009,818
2169815,2009,818
2169216,2009,816
2169218,2009,818
2169218,2009,818
2169223,2009,818
2169219,2009,818
2169219,2009,818
2161820,2009,818
2161820,2009,821
2166061,2009,818
2163762,2009,818
2163914,2009,818
2163914,2009,818
2169728,2009,818
2169728,2009,731
2164109,2009,818
2169800,2009,215
2169800,2009,818
2190028,2009,215
2190029,2009,812
2169220,2009,818
2169220,2009,818
2172695,2009,711
2136460,2009,812
2136460,2009,812
2172718,2009,818
2175255,2009,818
2175255,2009,723
2169023,2009,243
2169023,2009,814
2177749,2009,818
2166221,2009,818
2166224,2009,818
2166224,2009,818
2169076,2002,816
2169076,2002,816
2172981,2009,215
2175128,2009,818
2175128,2009,818
2169221,2009,818
2184357,2009,816
2184357,2009,816
2178133,2009,215
2178133,2009,215
2175126,2009,818
2175126,2009,818
2175130,2009,818
2175133,2009,933
2175131,2009,818
2175127,2009,818
2175540,2009,818
2175540,2009,818
2173024,2009,818
2136410,1998,812
2136410,1998,812
2177754,2009,818
2141360,2005,818
2172988,2009,814
2177755,2009,818
2177755,2009,818
2177753,2009,818
2177751,2009,711
2195853,2009,215
2175495,2009,818
2175495,2009,818
2149916,1998,812
2149917,1998,812
2154367,2009,818
2163691,2005,711
2163691,2005,711
2146094,2009,818
2144302,2009,215
2177302,2009,754
2180519,2009,215
2159903,2009,821
2159903,2009,821
2136017,2006,711
2136017,2006,711
2182202,2009,818
2182202,2009,818
2182202,2009,818
2182207,2009,818
2182207,2009,818
2182207,2009,818
2184488,2009,818
2184488,2009,818
2182208,2009,818
2182208,2009,818
2187451,2009,311
2187451,2009,311
2157170,2007,816
2157170,2007,816
2194119,2007,813
2184489,2009,831
2151494,2005,816
2180579,2009,821
2180579,2009,815
2180182,2009,315
2180182,2009,818
2141749,2004,251
2141749,2004,732
2163834,2009,834
2178349,2009,215
2151642,2004,818
2151642,2004,818
2151642,2004,818
2181834,2009,815
2181834,2009,815
2159025,2009,818
2182200,2009,818
2182209,2009,711
2180523,2009,712
2180523,2009,712
2194594,2007,215
2184485,2009,818
2184486,2009,812
2182206,2009,818
2146381,2006,742
2146381,2006,742
2184484,2009,818
2182555,2009,813
2180273,2009,834
2180524,2009,211
2182203,2009,814
2182203,2009,818
2187091,2009,818
2159279,2002,818
2187069,2009,752
2154301,2007,711
2184418,2009,818
2192245,2009,818
2192245,2009,818
2192236,2009,711
2192236,2009,711
2189214,2009,813
2154718,1999,813
2154718,1999,814
2187049,2009,818
2177845,2009,818
2196744,2009,818
2184795,2009,732
2187046,2009,818
2187046,2009,818
2192299,2009,818
2192299,2009,818
2187047,2009,818
2187506,2009,818
2187050,2009,711
2187050,2009,711
2186964,2009,721
2192298,2009,818
2187443,2009,742
2192297,2009,711
2194206,2009,711
2194265,2009,711
2194267,2009,818
2194267,2009,818
2189656,2009,818
2190092,2009,215
2144287,2005,215
2144287,2005,812
2189657,2009,818
2199469,2009,711
2199469,2009,711
2192238,2009,711
2192238,2009,711
2190031,2009,712
2190031,2009,712
2196667,2009,812
2196667,2009,313
2189731,2009,211
2192618,2009,311
2197035,2009,732
2196316,2009,732
2196316,2009,732
2179660,1993,314
2197042,1999,311
2196668,2009,818
2194333,2009,818
2199605,2009,821
2199605,2009,821
2199604,2009,818
2199604,2009,821
2194205,2009,711
2194205,2009,711
2199567,2009,818
2197061,2009,215
2197061,2009,813
2196594,2009,711
2166091,2004,751
2199606,2009,212
2199606,2009,212
2198955,2009,812
2198955,2009,812
2180035,2001,816
2199607,2009,723
2187245,2009,721
2164114,2007,818
2164114,2007,818
2163760,2006,817
2163760,2006,817
2172648,2006,817
2172648,2006,817
2172568,2006,816
2192159,2009,813
2164107,2005,818
2186887,2006,816
2178352,2005,732
2178352,2005,732
2180180,2004,814
2190041,2007,215
2194268,2002,818
2194026,2003,215
2192622,2000,311
2202144,2008,835
2202144,2008,835
2201825,2008,818
2200936,2008,813
2207957,2008,818
2203630,2008,812
2203540,2008,816
2265816,2008,818
2202866,2008,818
2200170,2008,818
2209175,2008,818
2209175,2008,818
2260555,2008,818
2204453,2008,813
2204453,2008,751
2253807,2008,818
2202837,2008,813
2202837,2008,311
2200956,2008,226
2202795,2008,215
2211443,2009,818
2211443,2009,818
2213873,2009,818
2221842,2009,812
2222821,2008,633
2211122,2009,821
2219277,2009,818
2219277,2009,818
2218911,2009,712
2218978,2009,818
2201243,2008,816
2200958,2008,812
2200960,2008,813
2206749,2008,813
2206749,2008,813
2219276,2009,818
2216829,2009,712
2221204,2009,818
2221204,2009,813
2221474,2009,818
2208237,2007,818
2208237,2007,818
2201041,2008,817
2201155,2008,813
2225945,2009,816
2228611,2009,818
2202819,2008,215
2224104,2009,818
2226926,2009,215
2219231,2009,732
2226497,2009,818
2226852,2009,311
2226852,2009,311
2226186,2009,932
2218773,2009,314
2201609,2008,742
2200090,2008,731
2201603,2008,818
2226592,2009,818
2226502,2009,818
2226502,2009,818
2228897,2009,818
2228897,2009,818
2230522,2009,818
2201124,2008,813
2228895,2009,818
2228150,2009,721
2228150,2009,817
2221881,2009,812
2226850,2009,812
2228501,2009,711
2228501,2009,711
2230702,2009,812
2236955,2009,818
2217711,2008,314
2202316,2008,812
2202316,2008,813
2200046,2008,812
2211389,2008,741
2211389,2008,215
2200093,2008,812
2200091,2008,818
2200091,2008,818
2218979,2008,721
2238522,2008,818
2230403,2009,818
2230403,2009,818
2234242,2009,818
2234237,2009,812
2234237,2009,812
2221876,2009,812
2202224,2009,813
2202283,2009,813
2200746,2008,812
2205744,2008,816
2205833,2008,818
2206161,2008,711
2201610,2008,812
2247873,2008,818
2206771,2008,816
2206771,2008,817
2208235,2008,818
2221558,2008,711
2206160,2008,818
2202064,2008,334
2202064,2008,814
2202884,2008,313
2230696,2009,818
2236587,2009,816
2236588,2009,812
2236588,2009,812
2236821,2009,818
2236821,2009,818
2239388,2009,711
2209788,2008,226
2207877,2008,818
2201127,2008,815
2200098,2008,812
2200098,2008,812
2209872,2008,812
2206209,2008,818
2215195,2008,813
2205863,2008,818
2205863,2008,818
2202257,2008,814
2209901,2008,817
2228134,2008,818
2207943,2008,711
2251914,2009,812
2221555,2009,812
2221555,2009,812
2239353,2009,818
2241737,2009,818
2241737,2009,818
2212983,2008,313
2216546,2008,215
2216546,2008,215
2201622,2008,813
2212919,2008,818
2202806,2008,251
2220366,2008,818
2236818,2008,818
2236818,2008,818
2224533,2008,813
2209994,2008,818
2212924,2008,818
2201108,2008,816
2212925,2008,815
2212428,2008,813
2201671,2008,818
2239525,2009,226
2242109,2009,311
2202409,2008,818
2200887,2008,721
2217973,2008,818
2217771,2008,712
2208212,2008,813
2217792,2008,818
2203944,2008,814
2212551,2008,818
2203945,2008,814
2205657,2008,814
2215357,2008,818
2212927,2008,812
2204281,2008,814
2205427,2008,721
2210276,2008,812
2201267,2008,818
2239786,2009,812
2244368,2009,215
2244317,2009,215
2203642,2007,818
2205753,2008,816
2212426,2008,818
2209846,2008,818
2222860,2008,816
2209990,2008,818
2225459,2008,818
2212194,2008,818
2208281,2008,818
2220024,2008,813
2209899,2008,816
2217807,2008,818
2205354,2008,751
2220401,2008,432
2211418,2008,215
2215320,2008,711
2207209,2008,215
2204675,2008,812
2204675,2008,812
2204624,2008,818
2214249,2008,813
2212467,2008,817
2215662,2008,813
2215712,2008,818
2210291,2008,813
2218113,2008,215
2222955,2008,818
2241749,2009,818
2241749,2009,818
2246437,2009,816
2219228,2009,712
2242160,2009,818
2237398,2009,818
2200097,2008,812
2200103,2008,815
2200151,2008,215
2200151,2008,215
2200152,2008,215
2200152,2008,215
2246862,2009,814
2248607,2009,813
2208238,2008,311
2206157,2008,311
2212410,2008,816
2216827,2008,742
2212547,2008,818
2231855,2008,817
2225460,2008,818
2218098,2008,814
2208276,2008,215
2220426,2008,818
2208234,2008,812
2208234,2008,812
2217806,2007,818
2209900,2008,816
2212110,2008,311
2211390,2008,721
2211388,2008,251
2208755,2008,813
2208755,2008,817
2236823,2008,818
2209991,2008,818
2210281,2008,742
2214250,2008,812
2227661,2008,311
2210283,2008,812
2210283,2008,812
2213872,2008,818
2219266,2008,352
2214214,2008,742
2217696,2008,816
2220363,2008,818
2220734,2008,215
2220689,2008,742
2225458,2008,818
2221554,2008,818
2216543,2008,754
2211374,2008,813
2246112,2007,817
2224496,2008,812
2222548,2008,818
2212915,2008,812
2214212,2008,812
2231817,2008,812
2210277,2008,818
2222842,2008,816
2220367,2008,818
2233737,2008,818
2233737,2008,818
2222595,2008,812
2232103,2008,818
2222863,2008,816
2223020,2008,811
2253834,2009,816
2253835,2009,817
2253836,2009,817
2253837,2009,817
2253838,2009,818
2253839,2009,816
2228198,2009,817
2251543,2009,212
2251543,2009,212
2251415,2009,314
2251414,2009,816
2253843,2009,818
2216544,2009,814
2275705,2008,818
2275705,2008,818
2249457,2009,834
2284395,2008,818
2211053,2009,818
2253901,2009,912
2253781,2009,711
2253781,2009,711
2226498,2007,818
2219275,2007,215
2220362,2008,818
2216850,2008,215
2232062,2008,818
2223918,2008,813
2216830,2008,631
2232562,2008,818
2215354,2008,818
2225500,2008,813
2223019,2008,818
2219986,2008,818
2225385,2008,816
2228534,2008,817
2228534,2008,817
2227632,2008,711
2218765,2008,813
2216828,2008,813
2216828,2008,813
2215224,2008,612
2216826,2008,732
2210279,2008,818
2215356,2008,818
2228449,2008,816
2228449,2008,817
2219260,2008,215
2219260,2008,215
2212916,2008,813
2232063,2008,817
2216791,2008,215
2226350,2008,814
2222604,2008,713
2276136,2009,741
2276136,2009,818
2255957,2009,815
2255957,2009,815
2256208,2009,751
2256762,2009,311
2256430,2009,814
2216823,2008,812
2227832,2008,818
2218109,2008,812
2229530,2008,818
2225178,2008,211
2225778,2008,215
2224495,2008,812
2215663,2008,818
2215663,2008,215
2247698,2008,813
2231835,2008,813
2232690,2008,215
2222864,2008,816
2217803,2008,818
2212262,2008,813
2232663,2008,818
2232663,2008,818
2220691,2008,818
2258940,2009,818
2258940,2009,818
2275671,2009,212
2258941,2009,818
2243167,2008,712
2224534,2008,812
2224534,2008,813
2237362,2008,812
2221909,2008,215
2218107,2008,742
2232966,2008,742
2232966,2008,742
2217554,2008,813
2231864,2008,314
2240728,2008,834
2232201,2008,818
2234177,2008,834
2224819,2008,812
2236584,2008,813
2232162,2008,712
2224494,2008,812
2222953,2008,754
2261996,2009,311
2261996,2009,311
2218910,2007,818
2218910,2007,818
2221957,2007,215
2221957,2007,812
2221934,2007,818
2221958,2007,812
2231685,2007,814
2223406,2008,313
2223175,2008,812
2217441,2008,732
2217805,2008,818
2232055,2008,818
2235146,2008,813
2238626,2008,812
2225195,2008,813
2241631,2008,813
2241631,2008,813
2227541,2008,816
2239047,2008,818
2219863,2008,732
2232067,2008,818
2224499,2008,818
2256342,2009,818
2275471,2009,813
2275471,2009,817
2253782,2009,711
2253782,2009,711
2275649,2009,818
2275649,2009,818
2239789,2009,818
2261500,2009,818
2261500,2009,818
2224471,2007,813
2235367,2008,818
2245304,2008,818
2202805,2008,812
2222453,2008,815
2227829,2008,818
2227829,2008,818
2238346,2008,818
2235756,2008,818
2232667,2008,818
2225915,2008,215
2271879,2008,732
2231469,2008,818
2234169,2008,215
2235807,2008,818
2242925,2008,831
2232343,2008,817
2235366,2008,818
2232059,2008,818
2227633,2008,818
2238347,2008,818
2238345,2008,818
2261080,2009,933
2221878,2009,742
2267141,2009,813
2290232,2008,818
2290232,2008,818
2282053,2009,818
2282053,2009,818
2282057,2009,722
2282057,2009,722
2236676,2009,711
2270330,2009,818
2226866,2007,818
2234994,2007,813
2235364,2007,818
2227836,2007,814
2227856,2008,818
2227856,2008,818
2225461,2008,818
2232513,2008,813
2232513,2008,813
2242719,2008,813
2232052,2008,818
2238318,2008,818
2236204,2008,812
2236204,2008,812
2227525,2008,813
2225810,2008,818
2235193,2008,816
2239263,2008,226
2239263,2008,813
2232053,2008,818
2238400,2008,812
2233666,2008,711
2222841,2008,816
2233859,2008,818
2233859,2008,818
2271764,2008,813
2225387,2008,817
2227847,2008,215
2227848,2008,818
2227643,2009,818
2227643,2009,818
2259329,2009,215
2262024,2009,215
2269908,2009,933
2272754,2009,818
2287921,2009,742
2287921,2009,742
2270190,2009,817
2270333,2009,818
2267301,2009,818
2267301,2009,818
2229428,2008,818
2238257,2008,751
2244551,2008,813
2244551,2008,813
2238242,2008,314
2238242,2008,314
2235365,2008,818
2239797,2008,813
2239311,2008,812
2232582,2008,742
2274289,2009,813
2229313,2009,711
2232586,2009,818
2240685,2009,818
2232565,2009,812
2245383,2009,812
2250676,2009,311
2282050,2009,818
2282050,2009,815
2269757,2009,818
2270402,2009,818
2270403,2009,818
2221880,2009,812
2234168,2008,812
2217682,2008,817
2232058,2008,818
2234171,2008,818
2238224,2009,813
2232611,2009,813
2229699,2009,812
2232066,2009,818
2242961,2009,818
2232057,2009,818
2247854,2009,818
2252790,2009,818
2238344,2009,817
2234172,2009,812
2273567,2009,815
2275436,2009,751
2275436,2009,751
2236819,2008,818
2235757,2008,812
2268917,2008,818
2238393,2008,742
2239787,2008,311
2237324,2008,711
2243175,2009,742
2206916,2009,812
2245172,2009,816
2256341,2009,818
2256341,2009,818
2256341,2009,818
2235254,2009,817
2247803,2009,818
2245137,2009,314
2232065,2009,215
2284451,2009,821
2284451,2009,821
2277989,2009,816
2278624,2009,812
2273100,2009,818
2278156,2009,818
2240554,2008,812
2238624,2008,352
2246411,2008,817
2247391,2008,732
2218300,2008,816
2244308,2008,311
2246904,2008,812
2235741,2009,215
2246900,2009,818
2238632,2009,818
2247656,2009,814
2238633,2009,212
2247703,2009,813
2250275,2009,812
2247852,2009,215
2245674,2009,712
